Indicator,Year,Values,State,LGA,Months
Yellow Fever Coverage,2020,31.7,Oyo,Ido,NA
Yellow Fever Coverage,2020,34.7,Oyo,Irepo,NA
Yellow Fever Coverage,2020,23.2,Oyo,Iseyin,NA
Yellow Fever Coverage,2020,24.4,Oyo,Itesiwaju,NA
Yellow Fever Coverage,2020,35.8,Oyo,Iwajowa,NA
Yellow Fever Coverage,2020,13,Oyo,Kajola,NA
Yellow Fever Coverage,2020,23.5,Oyo,Lagelu,NA
Yellow Fever Coverage,2020,30.5,Oyo,Ogbomosho North,NA
Yellow Fever Coverage,2020,21.2,Oyo,Ogbomosho South,NA
Yellow Fever Coverage,2020,27.3,Oyo,Ogo Oluwa,NA
Yellow Fever Coverage,2020,34,Oyo,Olorunsogo,NA
Yellow Fever Coverage,2020,21.7,Oyo,Oluyole,NA
Yellow Fever Coverage,2020,19,Oyo,Ona Ara,NA
Yellow Fever Coverage,2020,34.4,Oyo,Orelope,NA
Yellow Fever Coverage,2020,36.8,Oyo,Ori Ire,NA
Yellow Fever Coverage,2020,29.5,Oyo,Oyo East,NA
Yellow Fever Coverage,2020,38.1,Oyo,Oyo West,NA
Yellow Fever Coverage,2020,32.6,Oyo,Saki East,NA
Yellow Fever Coverage,2020,22.6,Oyo,Saki West,NA
Yellow Fever Coverage,2020,22.1,Oyo,Surulere,NA
Yellow Fever Coverage,2020,0.59,Plateau,Bassa,NA
Yellow Fever Coverage,2020,0.1,Plateau,Jos North,NA
Yellow Fever Coverage,2020,0.11,Plateau,Langtang South,NA
Yellow Fever Coverage,2020,4.5,Plateau,Mikang,NA
Yellow Fever Coverage,2020,0.35,Plateau,Pankshin,NA
Yellow Fever Coverage,2020,22.7,Taraba,Ardo-Kola,NA
Yellow Fever Coverage,2020,30.5,Taraba,Bali,NA
Yellow Fever Coverage,2020,23.7,Taraba,Donga,NA
Yellow Fever Coverage,2020,2.5,Taraba,Gashaka,NA
Yellow Fever Coverage,2020,14.4,Taraba,Gassol,NA
Yellow Fever Coverage,2020,30,Taraba,Ibi,NA
Yellow Fever Coverage,2020,3.9,Taraba,Jalingo,NA
Yellow Fever Coverage,2020,29.6,Taraba,Karim-Lamido,NA
Yellow Fever Coverage,2020,14.8,Taraba,Kurmi,NA
Yellow Fever Coverage,2020,12.5,Taraba,Lau,NA
Yellow Fever Coverage,2020,24.9,Taraba,Sardauna,NA
Yellow Fever Coverage,2020,14.6,Taraba,Takum,NA
Yellow Fever Coverage,2020,17,Taraba,Ussa,NA
Yellow Fever Coverage,2020,12.8,Taraba,Wukari,NA
Yellow Fever Coverage,2020,19.1,Taraba,Yorro,NA
Yellow Fever Coverage,2020,27.4,Taraba,Zing,NA
Yellow Fever Coverage,2020,32.6,Yobe,Bade,NA
Yellow Fever Coverage,2020,44.4,Yobe,Busari,NA
Yellow Fever Coverage,2020,37.8,Yobe,Damaturu,NA
Yellow Fever Coverage,2020,58.1,Yobe,Fika,NA
Yellow Fever Coverage,2020,20.9,Yobe,Fune,NA
Yellow Fever Coverage,2020,39.3,Yobe,Geidam,NA
Yellow Fever Coverage,2020,23.8,Yobe,Gujba,NA
Yellow Fever Coverage,2020,31.6,Yobe,Gulani,NA
Yellow Fever Coverage,2020,32.4,Yobe,Jakusko,NA
Yellow Fever Coverage,2020,40.3,Yobe,Karasuwa,NA
Yellow Fever Coverage,2020,49.4,Yobe,Machina,NA
Yellow Fever Coverage,2020,55.6,Yobe,Nangere,NA
Yellow Fever Coverage,2020,32,Yobe,Nguru,NA
Yellow Fever Coverage,2020,55.5,Yobe,Potiskum,NA
Yellow Fever Coverage,2020,41,Yobe,Tarmuwa,NA
Yellow Fever Coverage,2020,22.3,Yobe,Yunusari,NA
Yellow Fever Coverage,2020,50.1,Yobe,Yusufari,NA
Yellow Fever Coverage,2021,77.7,Anambra,State level data,NA
Yellow Fever Coverage,2021,61.4,Abia,State level data,NA
Yellow Fever Coverage,2021,91.8,Adamawa,State level data,NA
Yellow Fever Coverage,2021,50.3,Akwa-Ibom,State level data,NA
Yellow Fever Coverage,2021,55.8,Bauchi,State level data,NA
Yellow Fever Coverage,2021,53.3,Benue,State level data,NA
Yellow Fever Coverage,2021,57.5,Borno,State level data,NA
Yellow Fever Coverage,2021,23.5,Bayelsa,State level data,NA
Yellow Fever Coverage,2021,74.5,Cross River,State level data,NA
Yellow Fever Coverage,2021,69.8,Delta,State level data,NA
Yellow Fever Coverage,2021,62.9,Ebonyi,State level data,NA
Yellow Fever Coverage,2021,45,Edo,State level data,NA
Yellow Fever Coverage,2021,66.5,Ekiti,State level data,NA
Yellow Fever Coverage,2021,49,Enugu,State level data,NA
Yellow Fever Coverage,2021,115.2,Federal Capital Territory,State level data,NA
Yellow Fever Coverage,2021,69.1,Gombe,State level data,NA
Yellow Fever Coverage,2021,67.1,Imo,State level data,NA
Yellow Fever Coverage,2021,74.3,Jigawa,State level data,NA
Yellow Fever Coverage,2021,78.2,Kaduna,State level data,NA
Yellow Fever Coverage,2021,71.1,Kebbi,State level data,NA
Yellow Fever Coverage,2021,71.4,Kano,State level data,NA
Yellow Fever Coverage,2021,45.4,Kogi,State level data,NA
Yellow Fever Coverage,2021,57.9,Katsina,State level data,NA
Yellow Fever Coverage,2021,58.3,Kwara,State level data,NA
Yellow Fever Coverage,2021,53.3,Lagos,State level data,NA
Yellow Fever Coverage,2021,78.8,Nasarawa,State level data,NA
Yellow Fever Coverage,2021,63.1,Federal Government,State level data,NA
Yellow Fever Coverage,2021,67.4,Niger,State level data,NA
Yellow Fever Coverage,2021,71.7,Ogun,State level data,NA
Yellow Fever Coverage,2021,73.7,Ondo,State level data,NA
Yellow Fever Coverage,2021,48.2,Osun,State level data,NA
Yellow Fever Coverage,2021,64.6,Oyo,State level data,NA
Yellow Fever Coverage,2021,45.7,Plateau,State level data,NA
Yellow Fever Coverage,2021,59,Rivers,State level data,NA
Yellow Fever Coverage,2021,51.5,Sokoto,State level data,NA
Yellow Fever Coverage,2021,59.9,Taraba,State level data,NA
Yellow Fever Coverage,2021,78,Yobe,State level data,NA
Yellow Fever Coverage,2021,51.4,Zamfara,State level data,NA
Yellow Fever Coverage,2021,56.3,Abia,Aba North,NA
Yellow Fever Coverage,2021,54.1,Abia,Aba South,NA
Yellow Fever Coverage,2021,79.2,Abia,Arochukwu,NA
Yellow Fever Coverage,2021,38.8,Abia,Bende,NA
Yellow Fever Coverage,2021,37.6,Abia,Ikwuano,NA
Yellow Fever Coverage,2021,52.2,Abia,Isiala-Ngwa North,NA
Yellow Fever Coverage,2021,67.5,Abia,Isiala-Ngwa South,NA
Yellow Fever Coverage,2021,93.2,Abia,Isuikwuato,NA
Yellow Fever Coverage,2021,88.2,Abia,Obi Nwga,NA
Yellow Fever Coverage,2021,43.7,Abia,Ohafia,NA
Yellow Fever Coverage,2021,58.6,Abia,Osisioma Ngwa,NA
Yellow Fever Coverage,2021,46.1,Abia,Ugwunagbo,NA
Yellow Fever Coverage,2021,79.7,Abia,Ukwa East,NA
Yellow Fever Coverage,2021,65.2,Abia,Ukwa West,NA
Yellow Fever Coverage,2021,112.7,Abia,Umuahia North,NA
Yellow Fever Coverage,2021,46.8,Abia,Umuahia South,NA
Yellow Fever Coverage,2021,36.3,Abia,Umunneochi,NA
Yellow Fever Coverage,2021,101.1,Adamawa,Demsa,NA
Yellow Fever Coverage,2021,92.3,Adamawa,Fufore,NA
Yellow Fever Coverage,2021,111.2,Adamawa,Ganye,NA
Yellow Fever Coverage,2021,83.1,Adamawa,Girei,NA
Yellow Fever Coverage,2021,75.9,Adamawa,Gombi,NA
Yellow Fever Coverage,2021,78.2,Adamawa,Guyuk,NA
Yellow Fever Coverage,2021,111.3,Adamawa,Hong,NA
Yellow Fever Coverage,2021,95,Adamawa,Jada,NA
Yellow Fever Coverage,2021,108.5,Adamawa,Lamurde,NA
Yellow Fever Coverage,2021,81.1,Adamawa,Madagali,NA
Yellow Fever Coverage,2021,90.2,Adamawa,Maiha,NA
Yellow Fever Coverage,2021,86.9,Adamawa,Mayo-Belwa,NA
Yellow Fever Coverage,2021,86.6,Adamawa,Michika,NA
Yellow Fever Coverage,2021,94.5,Adamawa,Mubi North,NA
Yellow Fever Coverage,2021,86,Adamawa,Mubi South,NA
Yellow Fever Coverage,2021,75.3,Adamawa,Numan,NA
Yellow Fever Coverage,2021,90.1,Adamawa,Shelleng,NA
Yellow Fever Coverage,2021,85.8,Adamawa,Song,NA
Yellow Fever Coverage,2021,150.9,Adamawa,Toungo,NA
Yellow Fever Coverage,2021,86.2,Adamawa,Yola North,NA
Yellow Fever Coverage,2021,89.7,Adamawa,Yola South,NA
Yellow Fever Coverage,2021,67.5,Akwa-Ibom,Abak,NA
Yellow Fever Coverage,2021,77.4,Akwa-Ibom,Eastern Obolo,NA
Yellow Fever Coverage,2021,51.1,Akwa-Ibom,Eket,NA
Yellow Fever Coverage,2021,45.3,Akwa-Ibom,Esit Eket,NA
Yellow Fever Coverage,2021,58.3,Akwa-Ibom,Essien Udim,NA
Yellow Fever Coverage,2021,46.4,Akwa-Ibom,Etim Ekpo,NA
Yellow Fever Coverage,2021,39.2,Akwa-Ibom,Etinan,NA
Yellow Fever Coverage,2021,58.1,Akwa-Ibom,Ibeno,NA
Yellow Fever Coverage,2021,36.2,Akwa-Ibom,Ibesikpo Asutan,NA
Yellow Fever Coverage,2021,33.6,Akwa-Ibom,Ibiono Ibom,NA
Yellow Fever Coverage,2021,63.6,Akwa-Ibom,Ika,NA
Yellow Fever Coverage,2021,65.5,Akwa-Ibom,Ikono,NA
Yellow Fever Coverage,2021,51.5,Akwa-Ibom,Ikot Abasi,NA
Yellow Fever Coverage,2021,63.9,Akwa-Ibom,Ikot Ekpene,NA
Yellow Fever Coverage,2021,49,Akwa-Ibom,Ini,NA
Yellow Fever Coverage,2021,56.9,Akwa-Ibom,Itu,NA
Yellow Fever Coverage,2021,58.9,Akwa-Ibom,Mbo,NA
Yellow Fever Coverage,2021,74.2,Akwa-Ibom,Mkpat Enin,NA
Yellow Fever Coverage,2021,72,Akwa-Ibom,Nsit Atai,NA
Yellow Fever Coverage,2021,87.9,Akwa-Ibom,Nsit Ibom,NA
Yellow Fever Coverage,2021,27.8,Akwa-Ibom,Nsit Ubium,NA
Yellow Fever Coverage,2021,24.7,Akwa-Ibom,Obot Akara,NA
Yellow Fever Coverage,2021,44.8,Akwa-Ibom,Okobo,NA
Yellow Fever Coverage,2021,52.2,Akwa-Ibom,Onna,NA
Yellow Fever Coverage,2021,40.9,Akwa-Ibom,Oron,NA
Yellow Fever Coverage,2021,34.8,Akwa-Ibom,Oruk Anam,NA
Yellow Fever Coverage,2021,21.5,Akwa-Ibom,Udung Uko,NA
Yellow Fever Coverage,2021,44.7,Akwa-Ibom,Ukanafun,NA
Yellow Fever Coverage,2021,48.5,Akwa-Ibom,Uruan,NA
Yellow Fever Coverage,2021,54.4,Akwa-Ibom,Urue-Offong/Oruko,NA
Yellow Fever Coverage,2021,42,Akwa-Ibom,Uyo,NA
Yellow Fever Coverage,2021,71.4,Anambra,Aguata,NA
Yellow Fever Coverage,2021,89,Anambra,Anambra East,NA
Yellow Fever Coverage,2021,29.8,Anambra,Anambra West,NA
Yellow Fever Coverage,2021,76.9,Anambra,Anaocha,NA
Yellow Fever Coverage,2021,66.4,Anambra,Awka North,NA
Yellow Fever Coverage,2021,85.7,Anambra,Awka South,NA
Yellow Fever Coverage,2021,52,Anambra,Ayamelum,NA
Yellow Fever Coverage,2021,53.4,Anambra,Dunukofia,NA
Yellow Fever Coverage,2021,74,Anambra,Ekwusigo,NA
Yellow Fever Coverage,2021,98.5,Anambra,Idemili North,NA
Yellow Fever Coverage,2021,84.3,Anambra,Idemili South,NA
Yellow Fever Coverage,2021,66.3,Anambra,Ihiala,NA
Yellow Fever Coverage,2021,64.7,Anambra,Njikoka,NA
Yellow Fever Coverage,2021,102.7,Anambra,Nnewi North,NA
Yellow Fever Coverage,2021,123.9,Anambra,Nnewi South,NA
Yellow Fever Coverage,2021,81.8,Anambra,Ogbaru,NA
Yellow Fever Coverage,2021,103.9,Anambra,Onitsha North,NA
Yellow Fever Coverage,2021,113.8,Anambra,Onitsha South,NA
Yellow Fever Coverage,2021,56.2,Anambra,Orumba North,NA
Yellow Fever Coverage,2021,47.4,Anambra,Orumba South,NA
Yellow Fever Coverage,2021,75.9,Anambra,Oyi,NA
Yellow Fever Coverage,2021,58.8,Bauchi,Alkaleri,NA
Yellow Fever Coverage,2021,56,Bauchi,Bauchi,NA
Yellow Fever Coverage,2021,71.4,Bauchi,Bogoro,NA
Yellow Fever Coverage,2021,54.8,Bauchi,Dambam,NA
Yellow Fever Coverage,2021,44.2,Bauchi,Darazo,NA
Yellow Fever Coverage,2021,81.4,Bauchi,Dass,NA
Yellow Fever Coverage,2021,43.6,Bauchi,Gamawa,NA
Yellow Fever Coverage,2021,73.3,Bauchi,Ganjuwa,NA
Yellow Fever Coverage,2021,55.3,Bauchi,Giade,NA
Yellow Fever Coverage,2021,34.4,Bauchi,Itas/Gadau,NA
Yellow Fever Coverage,2021,47.8,Bauchi,Jama'are,NA
Yellow Fever Coverage,2021,42,Bauchi,Katagum,NA
Yellow Fever Coverage,2021,41.6,Bauchi,Kirfi,NA
Yellow Fever Coverage,2021,48.5,Bauchi,Misau,NA
Yellow Fever Coverage,2021,43.1,Bauchi,Ningi,NA
Yellow Fever Coverage,2021,41.7,Bauchi,Shira,NA
Yellow Fever Coverage,2021,63.3,Bauchi,Tafawa-Balewa,NA
Yellow Fever Coverage,2021,82.7,Bauchi,Toro,NA
Yellow Fever Coverage,2021,64,Bauchi,Warji,NA
Yellow Fever Coverage,2021,92.8,Bauchi,Zaki,NA
Yellow Fever Coverage,2021,35,Benue,Ado,NA
Yellow Fever Coverage,2021,48.2,Benue,Agatu,NA
Yellow Fever Coverage,2021,69.4,Benue,Apa,NA
Yellow Fever Coverage,2021,30.1,Benue,Buruku,NA
Yellow Fever Coverage,2021,62.5,Benue,Gboko,NA
Yellow Fever Coverage,2021,45.5,Benue,Guma,NA
Yellow Fever Coverage,2021,43,Benue,Gwer East,NA
Yellow Fever Coverage,2021,101.4,Benue,Gwer West,NA
Yellow Fever Coverage,2021,50.7,Benue,Katsina-Ala,NA
Yellow Fever Coverage,2021,34.8,Benue,Konshisha,NA
Yellow Fever Coverage,2021,73.1,Benue,Kwande,NA
Yellow Fever Coverage,2021,81.4,Benue,Logo,NA
Yellow Fever Coverage,2021,51.3,Benue,Makurdi,NA
Yellow Fever Coverage,2021,75.9,Benue,Obi,NA
Yellow Fever Coverage,2021,41.6,Benue,Ogbadibo,NA
Yellow Fever Coverage,2021,115.2,Benue,Ohimini,NA
Yellow Fever Coverage,2021,56.6,Benue,Oju,NA
Yellow Fever Coverage,2021,21.6,Benue,Okpokwu,NA
Yellow Fever Coverage,2021,42.4,Benue,Otukpo,NA
Yellow Fever Coverage,2021,65.1,Benue,Tarka,NA
Yellow Fever Coverage,2021,52.6,Benue,Ukum,NA
Yellow Fever Coverage,2021,43.8,Benue,Ushongo,NA
Yellow Fever Coverage,2021,55.5,Benue,Vandeikya,NA
Yellow Fever Coverage,2021,96.8,Borno,Askira/Uba,NA
Yellow Fever Coverage,2021,21.4,Borno,Bama,NA
Yellow Fever Coverage,2021,124.2,Borno,Bayo,NA
Yellow Fever Coverage,2021,123,Borno,Biu,NA
Yellow Fever Coverage,2021,111.1,Borno,Chibok,NA
Yellow Fever Coverage,2021,40.5,Borno,Damboa,NA
Yellow Fever Coverage,2021,34.6,Borno,Dikwa,NA
Yellow Fever Coverage,2021,54.5,Borno,Gubio,NA
Yellow Fever Coverage,2021,37.3,Borno,Gwoza,NA
Yellow Fever Coverage,2021,84.6,Borno,Hawul,NA
Yellow Fever Coverage,2021,127.5,Borno,Jere,NA
Yellow Fever Coverage,2021,44.2,Borno,Kaga,NA
Yellow Fever Coverage,2021,35.2,Borno,Kala/Balge,NA
Yellow Fever Coverage,2021,47.5,Borno,Konduga,NA
Yellow Fever Coverage,2021,2.1,Borno,Kukawa,NA
Yellow Fever Coverage,2021,151.1,Borno,Kwaya Kusar,NA
Yellow Fever Coverage,2021,92.7,Borno,Mafa,NA
Yellow Fever Coverage,2021,54.5,Borno,Magumeri,NA
Yellow Fever Coverage,2021,49,Borno,Maiduguri,NA
Yellow Fever Coverage,2021,1.5,Borno,Marte,NA
Yellow Fever Coverage,2021,18.3,Borno,Mobbar,NA
Yellow Fever Coverage,2021,213.7,Borno,Monguno,NA
Yellow Fever Coverage,2021,32,Borno,Ngala,NA
Yellow Fever Coverage,2021,62.3,Borno,Nganzai,NA
Yellow Fever Coverage,2021,70,Borno,Shani,NA
Yellow Fever Coverage,2021,29,Bayelsa,Brass,NA
Yellow Fever Coverage,2021,24.1,Bayelsa,Ekeremor,NA
Yellow Fever Coverage,2021,14.1,Bayelsa,Kolokuma/Opokuma,NA
Yellow Fever Coverage,2021,28.9,Bayelsa,Nembe,NA
Yellow Fever Coverage,2021,15.9,Bayelsa,Ogbia,NA
Yellow Fever Coverage,2021,14,Bayelsa,Sagbama,NA
Yellow Fever Coverage,2021,15.4,Bayelsa,Southern Ijaw,NA
Yellow Fever Coverage,2021,36.2,Bayelsa,Yenagoa,NA
Yellow Fever Coverage,2021,95.7,Cross River,Abi,NA
Yellow Fever Coverage,2021,83.1,Cross River,Akamkpa,NA
Yellow Fever Coverage,2021,81.2,Cross River,Akpabuyo,NA
Yellow Fever Coverage,2021,102.3,Cross River,Bakassi,NA
Yellow Fever Coverage,2021,58.5,Cross River,Bekwarra,NA
Yellow Fever Coverage,2021,77.4,Cross River,Biase,NA
Yellow Fever Coverage,2021,84.1,Cross River,Boki,NA
Yellow Fever Coverage,2021,65.1,Cross River,Calabar Municipal,NA
Yellow Fever Coverage,2021,66.9,Cross River,Calabar South,NA
Yellow Fever Coverage,2021,98.7,Cross River,Etung,NA
Yellow Fever Coverage,2021,47.3,Cross River,Ikom,NA
Yellow Fever Coverage,2021,51.7,Cross River,Obanliku,NA
Yellow Fever Coverage,2021,79.4,Cross River,Obubra,NA
Yellow Fever Coverage,2021,78.5,Cross River,Obudu,NA
Yellow Fever Coverage,2021,65.8,Cross River,Odukpani,NA
Yellow Fever Coverage,2021,80.4,Cross River,Ogoja,NA
Yellow Fever Coverage,2021,82.4,Cross River,Yakurr,NA
Yellow Fever Coverage,2021,65.6,Cross River,Yala,NA
Yellow Fever Coverage,2021,101.4,Delta,Aniocha North,NA
Yellow Fever Coverage,2021,64.7,Delta,Aniocha South,NA
Yellow Fever Coverage,2021,96.8,Delta,Bomadi,NA
Yellow Fever Coverage,2021,39.6,Delta,Burutu,NA
Yellow Fever Coverage,2021,59.5,Delta,Ethiope East,NA
Yellow Fever Coverage,2021,73.2,Delta,Ethiope West,NA
Yellow Fever Coverage,2021,92.2,Delta,Ika North East,NA
Yellow Fever Coverage,2021,73.3,Delta,Ika South,NA
Yellow Fever Coverage,2021,87.8,Delta,Isoko North,NA
Yellow Fever Coverage,2021,84.9,Delta,Isoko South,NA
Yellow Fever Coverage,2021,29.8,Delta,Ndokwa East,NA
Yellow Fever Coverage,2021,53.7,Delta,Ndokwa West,NA
Yellow Fever Coverage,2021,73.3,Delta,Okpe,NA
Yellow Fever Coverage,2021,69.1,Delta,Oshimili North,NA
Yellow Fever Coverage,2021,98,Delta,Oshimili South,NA
Yellow Fever Coverage,2021,36.6,Delta,Patani,NA
Yellow Fever Coverage,2021,50.9,Delta,Sapele,NA
Yellow Fever Coverage,2021,61.7,Delta,Udu,NA
Yellow Fever Coverage,2021,81,Delta,Ughelli North,NA
Yellow Fever Coverage,2021,56.1,Delta,Ughelli South,NA
Yellow Fever Coverage,2021,109.3,Delta,Ukwuani,NA
Yellow Fever Coverage,2021,79.6,Delta,Uvwie,NA
Yellow Fever Coverage,2021,56.5,Delta,Warri North,NA
Yellow Fever Coverage,2021,124.3,Delta,Warri South,NA
Yellow Fever Coverage,2021,32.5,Delta,Warri South West,NA
Yellow Fever Coverage,2021,77,Ebonyi,Abakaliki,NA
Yellow Fever Coverage,2021,64.4,Ebonyi,Afikpo North,NA
Yellow Fever Coverage,2021,68.4,Ebonyi,Afikpo South,NA
Yellow Fever Coverage,2021,133.9,Ebonyi,Ebonyi,NA
Yellow Fever Coverage,2021,47.7,Ebonyi,Ezza North,NA
Yellow Fever Coverage,2021,53.9,Ebonyi,Ezza South,NA
Yellow Fever Coverage,2021,54.7,Ebonyi,Ikwo,NA
Yellow Fever Coverage,2021,43.8,Ebonyi,Ishielu,NA
Yellow Fever Coverage,2021,40.5,Ebonyi,Ivo,NA
Yellow Fever Coverage,2021,78.4,Ebonyi,Izzi,NA
Yellow Fever Coverage,2021,78.2,Ebonyi,Ohaozara,NA
Yellow Fever Coverage,2021,33,Ebonyi,Ohaukwu,NA
Yellow Fever Coverage,2021,56.2,Ebonyi,Onicha,NA
Yellow Fever Coverage,2021,94.4,Edo,Akoko-Edo,NA
Yellow Fever Coverage,2021,40.9,Edo,Egor,NA
Yellow Fever Coverage,2021,53.2,Edo,Esan Central,NA
Yellow Fever Coverage,2021,46.2,Edo,Esan North-East,NA
Yellow Fever Coverage,2021,23.9,Edo,Esan South-East,NA
Yellow Fever Coverage,2021,37.2,Edo,Esan West,NA
Yellow Fever Coverage,2021,60.1,Edo,Etsako Central,NA
Yellow Fever Coverage,2021,29.7,Edo,Etsako East,NA
Yellow Fever Coverage,2021,59.5,Edo,Etsako West,NA
Yellow Fever Coverage,2021,22.4,Edo,Igueben,NA
Yellow Fever Coverage,2021,66.9,Edo,Ikpoba-Okha,NA
Yellow Fever Coverage,2021,36.7,Edo,Oredo,NA
Yellow Fever Coverage,2021,12.7,Edo,Orhionmwon,NA
Yellow Fever Coverage,2021,44.1,Edo,Ovia North-East,NA
Yellow Fever Coverage,2021,48.4,Edo,Ovia South-West,NA
Yellow Fever Coverage,2021,19.2,Edo,Owan East,NA
Yellow Fever Coverage,2021,16,Edo,Owan West,NA
Yellow Fever Coverage,2021,36.4,Edo,Uhunmwonde,NA
Yellow Fever Coverage,2021,73.8,Ekiti,Ado Ekiti,NA
Yellow Fever Coverage,2021,56.5,Ekiti,Aiyekire (Gbonyin),NA
Yellow Fever Coverage,2021,82.7,Ekiti,Efon,NA
Yellow Fever Coverage,2021,52.1,Ekiti,Ekiti East,NA
Yellow Fever Coverage,2021,92,Ekiti,Ekiti South West,NA
Yellow Fever Coverage,2021,48.6,Ekiti,Ekiti West,NA
Yellow Fever Coverage,2021,77.3,Ekiti,Emure,NA
Yellow Fever Coverage,2021,66.2,Ekiti,Ido-Osi,NA
Yellow Fever Coverage,2021,80.2,Ekiti,Ijero,NA
Yellow Fever Coverage,2021,54,Ekiti,Ikere,NA
Yellow Fever Coverage,2021,48.4,Ekiti,Ikole,NA
Yellow Fever Coverage,2021,39,Ekiti,Ilejemeje,NA
Yellow Fever Coverage,2021,63.8,Ekiti,Irepodun/Ifelodun,NA
Yellow Fever Coverage,2021,80.2,Ekiti,Ise/Orun,NA
Yellow Fever Coverage,2021,75.7,Ekiti,Moba,NA
Yellow Fever Coverage,2021,55.1,Ekiti,Oye,NA
Yellow Fever Coverage,2021,16.2,Enugu,Aninri,NA
Yellow Fever Coverage,2021,33.6,Enugu,Awgu,NA
Yellow Fever Coverage,2021,59.6,Enugu,Enugu East,NA
Yellow Fever Coverage,2021,71.3,Enugu,Enugu North,NA
Yellow Fever Coverage,2021,23.2,Enugu,Enugu South,NA
Yellow Fever Coverage,2021,70.3,Enugu,Ezeagu,NA
Yellow Fever Coverage,2021,52.4,Enugu,Igbo-Etiti,NA
Yellow Fever Coverage,2021,47.8,Enugu,Igbo-Eze North,NA
Yellow Fever Coverage,2021,82,Enugu,Igbo-Eze South,NA
Yellow Fever Coverage,2021,23.9,Enugu,Isi-Uzo,NA
Yellow Fever Coverage,2021,34.9,Enugu,Nkanu East,NA
Yellow Fever Coverage,2021,48.4,Enugu,Nkanu West,NA
Yellow Fever Coverage,2021,58.4,Enugu,Nsukka,NA
Yellow Fever Coverage,2021,39,Enugu,Oji River,NA
Yellow Fever Coverage,2021,67.2,Enugu,Udenu,NA
Yellow Fever Coverage,2021,40.3,Enugu,Udi,NA
Yellow Fever Coverage,2021,35.6,Enugu,Uzo-Uwani,NA
Yellow Fever Coverage,2021,132.9,Federal Capital Territory,Abaji,NA
Yellow Fever Coverage,2021,102.9,Federal Capital Territory,Abuja Municipal,NA
Yellow Fever Coverage,2021,113.3,Federal Capital Territory,Bwari,NA
Yellow Fever Coverage,2021,126.5,Federal Capital Territory,Gwagwalada,NA
Yellow Fever Coverage,2021,186.5,Federal Capital Territory,Kuje,NA
Yellow Fever Coverage,2021,117.8,Federal Capital Territory,Kwali,NA
Yellow Fever Coverage,2021,78.6,Gombe,Akko,NA
Yellow Fever Coverage,2021,57.6,Gombe,Balanga,NA
Yellow Fever Coverage,2021,32.9,Gombe,Billiri,NA
Yellow Fever Coverage,2021,76.6,Gombe,Dukku,NA
Yellow Fever Coverage,2021,79.4,Gombe,Funakaye,NA
Yellow Fever Coverage,2021,91.3,Gombe,Gombe,NA
Yellow Fever Coverage,2021,56.7,Gombe,Kaltungo,NA
Yellow Fever Coverage,2021,76,Gombe,Kwami,NA
Yellow Fever Coverage,2021,68.6,Gombe,Nafada,NA
Yellow Fever Coverage,2021,33.8,Gombe,Shongom,NA
Yellow Fever Coverage,2021,79.6,Gombe,Yamaltu/Deba,NA
Yellow Fever Coverage,2021,47.7,Imo,Aboh-Mbaise,NA
Yellow Fever Coverage,2021,63.1,Imo,Ahiazu-Mbaise,NA
Yellow Fever Coverage,2021,98.7,Imo,Ehime-Mbano,NA
Yellow Fever Coverage,2021,68.5,Imo,Ezinihitte-Mbaise,NA
Yellow Fever Coverage,2021,48.2,Imo,Ideato North,NA
Yellow Fever Coverage,2021,54.9,Imo,Ideato South,NA
Yellow Fever Coverage,2021,90,Imo,Ihitte/Uboma,NA
Yellow Fever Coverage,2021,94.7,Imo,Ikeduru,NA
Yellow Fever Coverage,2021,96.4,Imo,Isiala Mbano,NA
Yellow Fever Coverage,2021,45.1,Imo,Isu,NA
Yellow Fever Coverage,2021,66,Imo,Mbaitoli,NA
Yellow Fever Coverage,2021,51.9,Imo,Ngor-Okpala,NA
Yellow Fever Coverage,2021,55.3,Imo,Njaba,NA
Yellow Fever Coverage,2021,79,Imo,Nkwerre,NA
Yellow Fever Coverage,2021,64.1,Imo,Nwangele,NA
Yellow Fever Coverage,2021,112.9,Imo,Obowo,NA
Yellow Fever Coverage,2021,42.2,Imo,Oguta,NA
Yellow Fever Coverage,2021,37.3,Imo,Ohaji/Egbema,NA
Yellow Fever Coverage,2021,37.3,Imo,Okigwe,NA
Yellow Fever Coverage,2021,75,Imo,Onuimo,NA
Yellow Fever Coverage,2021,77.3,Imo,Orlu,NA
Yellow Fever Coverage,2021,40.4,Imo,Orsu,NA
Yellow Fever Coverage,2021,50.8,Imo,Oru East,NA
Yellow Fever Coverage,2021,60.9,Imo,Oru West,NA
Yellow Fever Coverage,2021,108.9,Imo,Owerri Municipal,NA
Yellow Fever Coverage,2021,74.2,Imo,Owerri North,NA
Yellow Fever Coverage,2021,110.8,Imo,Owerri West,NA
Yellow Fever Coverage,2021,57.9,Jigawa,Auyo,NA
Yellow Fever Coverage,2021,58.1,Jigawa,Babura,NA
Yellow Fever Coverage,2021,46.8,Jigawa,Birnin Kudu,NA
Yellow Fever Coverage,2021,57,Jigawa,Birniwa,NA
Yellow Fever Coverage,2021,75,Jigawa,Buji,NA
Yellow Fever Coverage,2021,76.2,Jigawa,Dutse,NA
Yellow Fever Coverage,2021,103.1,Jigawa,Gagarawa,NA
